	nentry	muentry	sdentry	noincrease	betagrowth	betagrowth_se	alphagrowth	siggrowth	betaexit	beta2exit	alphaexit	nend	muend	sigend	nout	muout	sigout	nint	muint	sigint	
r1	   92.000000000	   97.383000664	    8.573662597	    0.002998501	   -0.002518116	    0.000781589	   -2.933581568	    0.624219050	   -0.000340222	    0.060606062	  129.985173915	  713.000000000	  130.497526814	   37.478989259	   46.000000000	  122.043703991	   39.585805276	  667.000000000	  134.482025398	   37.882566952	
r1	   82.000000000	   99.348780469	    7.704260549	    0.005610098	   -0.000492498	    0.000739678	   -3.163429073	    0.619308931	   -0.000164194	    0.049056604	  132.985050648	  756.000000000	  133.246191671	   38.665417376	   39.000000000	  127.922932356	   43.704987780	  713.000000000	  136.853457597	   39.200568763	
r1	   48.000000000	   98.813979149	   10.409067092	    0.023809524	   -0.000063382	    0.000596315	   -3.078580320	    0.518810756	    0.000000000	    0.000000000	  137.756861502	  804.000000000	  137.756861502	   40.969230116	    0.000000000	    0.000000000	    0.000000000	  756.000000000	  140.229425461	   40.937832527	
r1	  198.000000000	   58.023232335	    7.516261770	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.003507949	    0.060606058	   58.023232335	  186.000000000	   57.813333327	    7.383285828	   12.000000000	   61.276666959	    9.091727470	    0.000000000	 9999.000000000	 9999.000000000	
r1	   12.000000000	   51.356666883	    5.274848377	    0.010752688	   -0.005804156	    0.002041951	   -2.135952092	    0.350808869	   -0.002446740	    0.035353535	   61.193939248	  191.000000000	   61.354502473	    7.853139657	    7.000000000	   56.812856947	   10.623355044	  186.000000000	   61.828601981	    7.708124934	
r1	    6.000000000	   58.176666896	    4.062726969	    0.000000000	   -0.004163648	    0.001209106	   -1.720420998	    0.216140664	   -0.002780677	    0.030456856	   68.368020188	  191.000000000	   68.580418732	    8.576445531	    6.000000000	   61.606666565	    8.134575519	  191.000000000	   68.688167412	    8.542158851	
r1	   12.000000000	   63.262500127	    5.409462923	    0.000000000	   -0.004665229	    0.001638768	   -2.042316417	    0.305197015	   -0.001116493	    0.039408869	   73.533349794	  195.000000000	   73.632564193	    9.256335440	    8.000000000	   71.114998817	    9.692525033	  191.000000000	   74.178638778	    9.078862500	
r1	   16.000000000	   68.776250601	    6.331950683	    0.000000000	   -0.002411431	    0.001334034	   -1.994449072	    0.257071147	    0.000000000	    0.004739336	   80.568246507	  210.000000000	   80.484761974	   10.384427689	    1.000000000	   98.099998474	    0.000000000	  195.000000000	   81.535794889	   10.112217983	
r1	   21.000000000	   68.653810047	    8.235328786	    0.000000000	   -0.002099354	    0.001878504	   -2.711549893	    0.404390459	   -0.001151263	    0.025974023	   83.542294391	  225.000000000	   83.705199992	   11.800238675	    6.000000000	   77.433334351	    9.131815714	  210.000000000	   85.031142825	   11.015634773	
r1	   23.000000000	   72.686088728	    5.469554374	    0.000000000	   -0.003337043	    0.001345684	   -2.275346043	    0.330774629	    0.000000000	    0.020161290	   88.238588810	  243.000000000	   88.184033037	   13.128229230	    5.000000000	   90.889999390	    8.181404521	  225.000000000	   89.828399929	   12.539638268	
r1	   35.000000000	   74.550285775	    5.776476841	    0.000000000	   -0.006734769	    0.001937661	   -2.810821587	    0.534974126	    0.000182602	    0.050359712	   88.848129437	  264.000000000	   88.812424197	   13.609715287	   14.000000000	   89.521428244	   14.937882278	  243.000000000	   90.907489635	   13.221173891	
r1	   20.000000000	   75.633500290	    6.398350483	    0.003787879	   -0.007886867	    0.001431496	   -2.321121162	    0.416250938	   -0.002165070	    0.063380275	   91.359295724	  266.000000000	   91.815375852	   13.775530174	   18.000000000	   84.619444953	   16.930863937	  264.000000000	   92.550643863	   13.779268650	
r1	   14.000000000	   80.927143642	    7.600393120	    0.022556391	   -0.004956795	    0.001447046	   -2.373054172	    0.412912662	   -0.000345639	    0.060714285	   96.050892884	  263.000000000	   96.125665440	   14.405339366	   17.000000000	   94.894117468	   12.505734052	  266.000000000	   96.846879687	   14.111877230	
r1	   30.000000000	   80.534665934	    8.298239899	    0.015209125	   -0.004525005	    0.001232712	   -2.163438814	    0.357383452	    0.000207373	    0.058020479	  100.547474415	  276.000000000	  100.490760886	   16.042404681	   17.000000000	  101.468235240	   17.126523741	  263.000000000	  102.830304280	   15.145493887	
r1	   27.000000000	   86.091850563	    6.402985289	    0.007246377	   -0.005049673	    0.001134584	   -2.115540669	    0.367101535	    0.000786135	    0.085808579	  105.479471817	  277.000000000	  105.229963723	   16.984035992	   26.000000000	  108.137692672	   18.000678571	  276.000000000	  107.376086940	   16.592256227	
r1	   70.000000000	   84.970285906	    7.575603228	    0.667870036	   -0.000764926	    0.002253401	   -2.877508569	    0.432281850	    0.000719713	    0.129682998	  102.668875944	  302.000000000	  102.400231570	   18.481211130	   45.000000000	  104.471778191	   14.886047038	  277.000000000	  107.141443824	   17.162749699	
r1	   57.000000000	   86.364210564	    7.766871207	    0.009933775	   -0.002519959	    0.001478050	   -3.370512754	    0.551644421	    0.000641194	    0.105849582	  102.420768908	  321.000000000	  102.161255572	   19.003676059	   38.000000000	  104.612973665	   19.556417972	  302.000000000	  105.451311377	   19.035950594	
r1	   31.000000000	   91.456129013	    6.093344519	    0.012461059	   -0.002302893	    0.001037062	   -2.323683978	    0.398928667	   -0.000102800	    0.059659091	  108.585161989	  331.000000000	  108.629664718	   20.463031886	   21.000000000	  107.883714222	   15.966031073	  321.000000000	  110.239367666	   20.325805485	
r1	   33.000000000	   93.136666500	    8.162209953	    0.003021148	   -0.001128956	    0.000970245	   -2.444856072	    0.397387573	   -0.001013842	    0.082417583	  115.197021904	  334.000000000	  115.742353222	   22.467736325	   30.000000000	  109.125666555	   18.892236507	  331.000000000	  117.396392684	   22.009715560	
r1	   33.000000000	   98.540605718	    7.583013242	    0.011976048	    0.000620539	    0.000938100	   -2.871510321	    0.414511918	    0.000052091	    0.062670300	  121.145332295	  344.000000000	  121.111991128	   23.365792801	   23.000000000	  121.644000178	   38.675288426	  334.000000000	  123.378733424	   24.495471996	
r1	   33.000000000	  105.887575785	   12.655548619	    0.002906977	   -0.000745974	    0.001005155	   -2.646167075	    0.461158846	   -0.000384048	    0.111405837	  127.721774559	  335.000000000	  127.993886509	   25.324837365	   42.000000000	  125.551357814	   23.647283143	  344.000000000	  129.816334325	   25.036013081	
r1	   23.000000000	  106.506521805	    9.793902529	    0.014925373	    0.000472854	    0.000968217	   -2.931494047	    0.460181000	   -0.000269585	    0.083798883	  134.132525503	  328.000000000	  134.355469866	   27.360988180	   30.000000000	  131.695000458	   30.091267248	  335.000000000	  136.029236204	   27.379819543	
r1	   29.000000000	  106.565517557	    9.411706470	    0.012195122	   -0.001552347	    0.000789994	   -2.647175061	    0.388322958	   -0.000620988	    0.086834735	  139.757143058	  326.000000000	  140.347944833	   29.660348071	   31.000000000	  133.544195360	   27.645624370	  328.000000000	  142.691768483	   28.888654829	
r1	   32.000000000	  113.439062834	    9.305239962	    0.006134969	    0.001419698	    0.000759133	   -3.127874541	    0.391483730	    0.000253014	    0.086592178	  145.278826964	  327.000000000	  144.993455776	   32.097279681	   31.000000000	  148.289032721	   32.992242026	  326.000000000	  148.404202584	   31.889697914	
r1	   32.000000000	  118.927187204	    9.900653888	    0.012232416	   -0.000182189	    0.000689724	   -2.979226816	    0.374603408	    0.000443975	    0.089136490	  149.587738356	  327.000000000	  149.026318355	   33.779932532	   32.000000000	  155.324748993	   36.078618418	  327.000000000	  152.588159264	   34.026177925	
r1	   51.000000000	  123.057019552	   14.045879817	    0.009174312	    0.000141886	    0.000653150	   -2.951254858	    0.360097169	   -0.000040355	    0.084656085	  152.870901945	  346.000000000	  152.927722380	   35.989196665	   32.000000000	  152.256531000	   36.057813752	  327.000000000	  157.520773511	   36.102413724	
r1	   51.000000000	  124.526960635	    9.442519231	    0.028901734	   -0.003024493	    0.000868929	   -2.767360338	    0.471945548	    0.000588643	    0.088161211	  155.167065272	  362.000000000	  154.324676661	   34.186273190	   35.000000000	  163.879770333	   52.365206836	  346.000000000	  159.683381274	   36.461286439	
r1	   45.000000000	  124.516844347	   10.236711408	    0.013812155	   -0.001214538	    0.000774269	   -3.050459771	    0.449038518	   -0.000370529	    0.122850121	  157.074563441	  357.000000000	  157.613073995	   36.043918456	   50.000000000	  153.229598083	   33.655898863	  362.000000000	  161.121793715	   35.720048412	
r1	   35.000000000	  127.857200187	   11.274268758	    0.008403361	   -0.002124556	    0.001060518	   -3.144283674	    0.625487891	   -0.000173541	    0.079081633	  160.614139012	  361.000000000	  160.877929265	   37.540302723	   31.000000000	  157.542258970	   37.004604443	  357.000000000	  163.825603603	   37.595474067	
r1	   56.000000000	  134.181768009	   13.167521699	    0.002770083	   -0.001540135	    0.000937217	   -3.192726322	    0.566884191	    0.001307815	    0.127098314	  162.748510036	  364.000000000	  160.551509019	   35.274378066	   53.000000000	  177.837347211	   52.985227509	  361.000000000	  167.179916001	   39.056938966	
r1	   49.000000000	  138.670055934	   14.415362817	    0.010989011	   -0.002513253	    0.000902644	   -2.971371095	    0.507372111	    0.000962529	    0.084745769	  163.686272517	  378.000000000	  162.367320449	   33.580366885	   35.000000000	  177.930954851	   50.027203155	  364.000000000	  167.053840134	   36.105349198	
r1	   28.000000000	  140.615536009	   15.465604040	    0.037037037	   -0.000822970	    0.000845605	   -3.108899232	    0.449861626	    0.000000000	    0.000000000	  167.431235666	  406.000000000	  167.431235666	   35.076988046	    0.000000000	    0.000000000	    0.000000000	  378.000000000	  169.417583789	   35.316916894	
r1	   26.000000000	   73.467691715	    8.301593506	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.076923077	   73.467691715	   24.000000000	   73.524999301	    8.174184917	    2.000000000	   72.780000687	   13.604735657	    0.000000000	 9999.000000000	 9999.000000000	
r1	    1.000000000	   72.000000000	    0.000000000	    0.000000000	   -0.014259656	    0.005122722	   -0.803182135	    0.344931137	    0.000000000	    0.000000000	   78.965599060	   25.000000000	   78.965599060	    8.032847799	    0.000000000	    0.000000000	    0.000000000	   24.000000000	   79.255832354	    8.070607518	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.003257330	    0.003474308	   -2.434318214	    0.225785172	    0.000000000	    0.000000000	   89.869199829	   25.000000000	   89.869199829	   10.082631791	    0.000000000	    0.000000000	    0.000000000	   25.000000000	   89.869199829	   10.082631791	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.001282713	    0.003271958	   -2.406380282	    0.254604411	    0.000000000	    0.040000000	   96.823199768	   24.000000000	   96.801249822	   11.040466783	    1.000000000	   97.349998474	    0.000000000	   25.000000000	   96.823199768	   10.808567081	
r1	    2.000000000	   87.700000763	   11.271278424	    0.000000000	   -0.002058073	    0.002923017	   -1.973730969	    0.231328543	    0.000000000	    0.038461538	  105.528076465	   25.000000000	  105.573599548	   13.130139074	    1.000000000	  104.389999390	    0.000000000	   24.000000000	  107.013749441	   12.020389587	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.002068749	    0.003819101	   -3.321842256	    0.352264788	    0.000000000	    0.000000000	  111.169599609	   25.000000000	  111.169599609	   14.215387851	    0.000000000	    0.000000000	    0.000000000	   25.000000000	  111.169599609	   14.215387851	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.004327609	    0.003471153	   -1.979214088	    0.336443817	    0.000000000	    0.080000000	  119.448000183	   23.000000000	  119.038695957	   15.099477278	    2.000000000	  124.154998779	   11.405635833	   25.000000000	  119.448000183	   14.711285490	
r1	    2.000000000	  103.625000000	   12.282441337	    0.000000000	   -0.000351932	    0.003928501	   -3.918135017	    0.376132775	    0.000000000	    0.160000000	  119.989200439	   21.000000000	  120.729048229	   16.331014280	    4.000000000	  116.104999542	   13.651335159	   23.000000000	  121.412174391	   15.421290183	
r1	    6.000000000	  111.073335012	   16.120818536	    0.000000000	   -0.007354425	    0.004007604	   -2.374355586	    0.385633908	    0.000000000	    0.037037037	  121.458147967	   26.000000000	  121.551923018	   17.254193032	    1.000000000	  119.019996643	    0.000000000	   21.000000000	  124.425237383	   16.305684048	
r1	    6.000000000	  129.284999847	   26.795376666	    0.076923077	   -0.006371096	    0.003830428	   -1.930458750	    0.407257465	    0.000000000	    0.031250000	  128.283436775	   31.000000000	  127.271934755	   18.616478504	    1.000000000	  159.639999390	    0.000000000	   26.000000000	  128.052306835	   17.680249579	
r1	    4.000000000	  111.567499161	   16.231872566	    0.064516129	   -0.003237201	    0.003177602	   -2.216093824	    0.393215110	    0.000000000	    0.142857143	  132.874285235	   30.000000000	  132.509999593	   21.974616722	    5.000000000	  135.059999084	   15.246024383	   31.000000000	  135.623547954	   20.100259620	
r1	    9.000000000	  115.104443020	   11.236628963	    0.000000000	   -0.003275725	    0.001970794	   -2.283629205	    0.283742963	    0.000000000	    0.102564103	  134.791025015	   35.000000000	  135.739428275	   24.277553970	    4.000000000	  126.492496490	    9.078106338	   30.000000000	  140.696999613	   22.780211274	
r1	   11.000000000	  119.909090909	   17.084815161	    0.800000000	   -0.022423106	    0.008233312	    0.218939282	    0.475340727	    0.001294310	    0.173913034	  132.841087010	   38.000000000	  132.005526693	   22.512050875	    8.000000000	  136.809998512	   28.353831823	   35.000000000	  136.905428641	   23.760307562	
